[Gene ID]	[source_id]	[Min %ile (Within Chosen Samples)]	[Max %ile (Within Chosen Samples)]	[Gene Name or Symbol]	[gene_source_id]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 5]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 10]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 15]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 20]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 25]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 30]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 35]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 40]	[scaled  - Hour 5]	[scaled  - Hour 10]	[scaled  - Hour 15]	[scaled  - Hour 20]	[scaled  - Hour 25]	[scaled  - Hour 30]	[scaled  - Hour 35]	[scaled  - Hour 40]	
PF3D7_0112800	PF3D7_0112800.1	71.7	71.7	N/A	PF3D7_0112800	37.8	40.36	34.5	20.15	12.04	11.08	10.83	16.57	2.39	2.08	2.22	3.63	7.75	9.88	10.83	7.68	
PF3D7_0112900	PF3D7_0112900.1	81.5	81.5	N/A	PF3D7_0112900	72.43	11.92	4.68	4.66	2.77	5.23	3.45	5.47	4.58	0.61	0.3	0.84	1.79	4.67	3.45	2.53	
PF3D7_0113000	PF3D7_0113000.1	87.2	87.2	GARP	PF3D7_0113000	123.17	1261.52	1630.42	1737.38	1388.31	1987.17	860.08	144.66	7.8	64.95	104.92	313.06	893.43	1772.81	860.08	67.05	
PF3D7_0113100	PF3D7_0113100.1	13.3	13.3	SURF1.1	PF3D7_0113100	1.38	0.91	0.61	1.11	4.81	8.6	8.33	5.95	0.09	0.05	0.04	0.2	3.09	7.67	8.33	2.76	
PF3D7_0113200	PF3D7_0113200.1	44.1	44.1	N/A	PF3D7_0113200	8.76	8.97	15.4	47.31	124.85	90.22	67.11	30.93	0.55	0.46	0.99	8.52	80.35	80.49	67.11	14.34	
PF3D7_0113300	PF3D7_0113300.1	83.6	83.6	N/A	PF3D7_0113300	86.98	137.25	131.15	58.83	14.25	11.65	9.58	4.82	5.51	7.07	8.44	10.6	9.17	10.39	9.58	2.23	
PF3D7_0113400	PF3D7_0113400.1	23.7	23.7	N/A	PF3D7_0113400	2.91	8.83	14.7	15.33	19.35	13.81	10.88	7.83	0.18	0.45	0.95	2.76	12.46	12.32	10.88	3.63	
PF3D7_0113600	PF3D7_0113600.1	68.3	68.3	SURF1.2	PF3D7_0113600	30.52	86.83	65.6	17	2.99	1.94	1.88	1.27	1.93	4.47	4.22	3.06	1.92	1.73	1.88	0.59	
PF3D7_0113700	PF3D7_0113700.1	84.1	84.1	HSP40	PF3D7_0113700	90.02	211.92	203.77	131.94	64.57	33.74	19.51	10.33	5.7	10.91	13.11	23.77	41.55	30.1	19.51	4.79	
PF3D7_0113800	PF3D7_0113800.1	20.1	20.1	N/A	PF3D7_0113800	2.35	4.14	9.12	7.8	6.28	4.74	3.84	5.61	0.15	0.21	0.59	1.41	4.04	4.22	3.84	2.6	
PF3D7_0113900	PF3D7_0113900.1	83.3	83.3	CBP1	PF3D7_0113900	85.06	200	187.93	73.4	19.79	12.59	14.3	16.8	5.38	10.3	12.09	13.23	12.74	11.23	14.3	7.79	
PF3D7_0114000	PF3D7_0114000.1	68.5	68.5	EPF1	PF3D7_0114000	30.81	50.45	41.83	31.62	12.38	8.35	6.82	6.65	1.95	2.6	2.69	5.7	7.97	7.45	6.82	3.08	
PF3D7_0114100	PF3D7_0114100.1	6.1	6.1	MC-2TM	PF3D7_0114100	0.3	0.26	0.43	0.85	4.08	4.61	1.42	0.82	0.02	0.01	0.03	0.15	2.63	4.11	1.42	0.38	
PF3D7_0114200	PF3D7_0114200.1	6.1	6.1	EPF3	PF3D7_0114200	0.29	0.26	0.09	0.47	0.08	0.41	0.4	0.45	0.02	0.01	0.01	0.08	0.05	0.36	0.4	0.21	
PF3D7_0114300	PF3D7_0114300.1	8.6	8.6	EPF4	PF3D7_0114300	0.64	2.54	2.15	1.83	1.55	2.65	2.25	1.17	0.04	0.13	0.14	0.33	1	2.36	2.25	0.54	
PF3D7_0114400	PF3D7_0114400.1	7.1	7.1	VAR	PF3D7_0114400	0.44	0.26	0.43	0.5	1.14	0.61	0.1	0.75	0.03	0.01	0.03	0.09	0.73	0.55	0.1	0.35	
PF3D7_0114500	PF3D7_0114500.1	27.3	27.3	N/A	PF3D7_0114500	3.67	1.9	27.72	209.83	373.39	35.63	9.43	14.66	0.23	0.1	1.78	37.81	240.29	31.79	9.43	6.8	
PF3D7_0114600	PF3D7_0114600.1	6.5	6.5	N/A	PF3D7_0114600	0.33	0.38	0.31	0.94	4.32	2.82	2.01	1.5	0.02	0.02	0.02	0.17	2.78	2.52	2.01	0.7	
PF3D7_0114700	PF3D7_0114700.1	6.4	6.4	RIF	PF3D7_0114700	0.31	0.19	0.81	3.83	7.58	1.2	0.29	0.19	0.02	0.01	0.05	0.69	4.88	1.07	0.29	0.09	
PF3D7_0114800	PF3D7_0114800.1	10.7	10.7	N/A	PF3D7_0114800	0.97	2.28	5.43	5.41	10.33	2.01	0.22	0.89	0.06	0.12	0.35	0.98	6.65	1.79	0.22	0.41	
PF3D7_0114900	PF3D7_0114900.1	7.5	7.5	N/A	PF3D7_0114900	0.48	1.56	0.62	2.15	1.43	0.5	0.22	0	0.03	0.08	0.04	0.39	0.92	0.45	0.22	0	
PF3D7_0115000	PF3D7_0115000.1	6.6	6.6	SURF1.3	PF3D7_0115000	0.34	0.16	0.27	0.85	1.19	1.06	0.81	0.39	0.02	0.01	0.02	0.15	0.77	0.95	0.81	0.18	
PF3D7_0115100	PF3D7_0115100.1	8.2	8.2	N/A	PF3D7_0115100	0.58	0.2	0.45	0.22	0.19	0.36	0.71	0.75	0.04	0.01	0.03	0.04	0.12	0.32	0.71	0.35	
PF3D7_0115150	PF3D7_0115150.1	0	0	N/A	PF3D7_0115150	0	0	0.49	0.16	0	0.35	0.12	0.15	0	0	0.03	0.03	0	0.31	0.12	0.07	
PF3D7_0115200	PF3D7_0115200.1	0	0	RIF	PF3D7_0115200	0	0.08	0.27	0	0.3	0.1	0.06	0	0	0	0.02	0	0.19	0.09	0.06	0	
PF3D7_0115300	PF3D7_0115300.1	6.2	6.2	RIF	PF3D7_0115300	0.3	0.27	0	0.1	0.33	0	0.07	0.09	0.02	0.01	0	0.02	0.21	0	0.07	0.04	
PF3D7_0115400	PF3D7_0115400.1	4	4	N/A	PF3D7_0115400	0.11	0	0.11	0.43	0.55	1.05	0.23	0.41	0.01	0	0.01	0.08	0.35	0.94	0.23	0.19	
PF3D7_0115500	PF3D7_0115500.1	8.5	8.5	N/A	PF3D7_0115500	0.63	0.56	0.23	0.15	0.64	0.24	0.48	0.43	0.04	0.03	0.01	0.03	0.41	0.22	0.48	0.2	
PF3D7_0115600	PF3D7_0115600.1	14.3	14.3	RIF	PF3D7_0115600	1.52	6.01	8.79	7.98	17.57	5.95	2.02	2.8	0.1	0.31	0.57	1.44	11.31	5.31	2.02	1.3	
PF3D7_0115700	PF3D7_0115700.1	6.6	6.6	VAR	PF3D7_0115700	0.34	0.55	0.34	0.24	0.45	0.45	0.83	1.43	0.02	0.03	0.02	0.04	0.29	0.4	0.83	0.66	
PF3D7_0200100	PF3D7_0200100.1	11	11	VAR	PF3D7_0200100	1.01	1.26	1.45	2.17	3.64	1.94	2.11	4.55	0.06	0.07	0.09	0.39	2.34	1.73	2.11	2.11	
PF3D7_0200200	PF3D7_0200200.1	15.8	15.8	RIF	PF3D7_0200200	1.72	1.79	1.47	0.88	0.58	0.11	0.21	0.47	0.11	0.09	0.09	0.16	0.37	0.09	0.21	0.22	
PF3D7_0200300	PF3D7_0200300.1	16.3	16.3	N/A	PF3D7_0200300	1.77	1.36	4.01	2.37	0.63	0.24	0.37	0.07	0.11	0.07	0.26	0.43	0.4	0.21	0.37	0.03	
PF3D7_0200400	PF3D7_0200400.1	0	0	N/A	PF3D7_0200400	0	0.1	0.32	0	0	0.12	0	0.1	0	0.01	0.02	0	0	0.1	0	0.05	
PF3D7_0200500	PF3D7_0200500.1	5.9	5.9	RIF	PF3D7_0200500	0.27	0.08	0.09	0	0	0.1	0.06	0.08	0.02	0	0.01	0	0	0.08	0.06	0.04	
PF3D7_0200600	PF3D7_0200600.1	0	0	RIF	PF3D7_0200600	0	0.08	0.09	0.09	0.07	0.09	0.19	0.08	0	0	0.01	0.02	0.05	0.08	0.19	0.04	
PF3D7_0200700	PF3D7_0200700.1	0	0	RIF	PF3D7_0200700	0	0	0.1	0.1	0	0.21	0	0.19	0	0	0.01	0.02	0	0.19	0	0.09	
PF3D7_0200800	PF3D7_0200800.1	0	0	N/A	PF3D7_0200800	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0.08	0	0	
PF3D7_0200900	PF3D7_0200900.1	4	4	N/A	PF3D7_0200900	0.11	0	0.22	0	0	0.12	0	0.11	0.01	0	0.01	0	0	0.11	0	0.05	
PF3D7_0201000	PF3D7_0201000.1	3.8	3.8	RIF	PF3D7_0201000	0.11	0.19	0.1	0	0.09	0.11	0.22	0	0.01	0.01	0.01	0	0.06	0.1	0.22	0	
PF3D7_0201100	PF3D7_0201100.1	0	0	N/A	PF3D7_0201100	0	0	0	0.92	0	0	0	0	0	0	0	0.17	0	0	0	0	
PF3D7_0201200	PF3D7_0201200.1	0	0	RIF	PF3D7_0201200	0	0	0.09	0.09	0.08	0.2	0.07	0.09	0	0	0.01	0.02	0.05	0.18	0.07	0.04	
PF3D7_0201300	PF3D7_0201300.1	0	0	N/A	PF3D7_0201300	0	0	0.21	0	0.27	0.12	0.15	0.1	0	0	0.01	0	0.17	0.1	0.15	0.05	
PF3D7_0201400	PF3D7_0201400.1	5.2	5.2	N/A	PF3D7_0201400	0.22	0	0	1.04	1.93	0.22	0.3	0.4	0.01	0	0	0.19	1.24	0.2	0.3	0.18	
PF3D7_0201500	PF3D7_0201500.1	77	77	N/A	PF3D7_0201500	51.15	63.75	166.99	330.17	299.86	209.8	196.82	134.9	3.24	3.28	10.75	59.49	192.97	187.17	196.82	62.52	
PF3D7_0201600	PF3D7_0201600.1	63.5	63.5	RLP1	PF3D7_0201600	23.34	111.79	221.64	298.82	180.84	111.39	47.52	12.88	1.48	5.76	14.26	53.85	116.38	99.37	47.52	5.97	
PF3D7_0201700	PF3D7_0201700.1	87.8	87.8	N/A	PF3D7_0201700	129.39	210.12	221.3	73.24	6.74	4.31	3.41	2.4	8.19	10.82	14.24	13.2	4.34	3.85	3.41	1.11	
PF3D7_0201800	PF3D7_0201800.1	79.1	79.1	KAHsp40	PF3D7_0201800	60.29	258.91	353.06	297.07	194.08	92.88	26.56	9.49	3.82	13.33	22.72	53.53	124.9	82.87	26.56	4.4	
PF3D7_0201900	PF3D7_0201900.1	45.5	45.5	EMP3	PF3D7_0201900	9.38	95.43	654.37	797.37	387.51	189.97	134.8	47.36	0.59	4.91	42.11	143.68	249.38	169.48	134.8	21.95	
PF3D7_0202000	PF3D7_0202000.1	97	97	KAHRP	PF3D7_0202000	598.98	11439.47	17372.95	15074.65	6055.45	2960.63	1461.82	675.71	37.91	588.94	1118.02	2716.32	3896.93	2641.26	1461.82	313.19	
PF3D7_0202100	PF3D7_0202100.1	98.3	98.3	LSAP2	PF3D7_0202100	1024.42	451.74	194.12	45.32	26.68	30.53	16.35	27.79	64.84	23.26	12.49	8.17	17.17	27.24	16.35	12.88	
PF3D7_0202200	PF3D7_0202200.1	95.4	95.4	PTP1	PF3D7_0202200	405.98	504.14	314.48	96.29	8.44	4.25	2.08	3.33	25.7	25.95	20.24	17.35	5.43	3.79	2.08	1.55	
PF3D7_0202300	PF3D7_0202300.1	32.1	32.1	N/A	PF3D7_0202300	4.69	4.37	4.64	12.78	45.51	38.08	7.98	1.4	0.3	0.23	0.3	2.3	29.29	33.97	7.98	0.65	
PF3D7_0202400	PF3D7_0202400.1	75.3	75.3	N/A	PF3D7_0202400	45.81	54.56	1590.11	9137.25	6002.14	1898.73	730.87	326.33	2.9	2.81	102.33	1646.45	3862.62	1693.91	730.87	151.25	
PF3D7_0202500	PF3D7_0202500.1	100	100	ETRAMP2	PF3D7_0202500	24437.25	13713.14	8907.03	7521.1	1886.21	327.39	80.42	648.83	1546.86	706	573.2	1355.24	1213.85	292.07	80.42	300.73	
PF3D7_0202600	PF3D7_0202600.1	41.7	41.7	N/A	PF3D7_0202600	7.72	6.2	12.76	26.35	34.05	39.55	48.39	37.6	0.49	0.32	0.82	4.75	21.91	35.28	48.39	17.43	
PF3D7_0202600	PF3D7_0202600.2	41.7	41.7	N/A	PF3D7_0202600	7.72	6.2	12.76	26.35	34.05	39.55	48.39	37.6	0.49	0.32	0.82	4.75	21.91	35.28	48.39	17.43	
PF3D7_0202700	PF3D7_0202700.1	27.9	27.9	OPP	PF3D7_0202700	3.78	1.51	1.76	5.81	16.23	29.42	36.29	29.73	0.24	0.08	0.11	1.05	10.44	26.24	36.29	13.78	
PF3D7_0202800	PF3D7_0202800.1	43.3	43.3	N/A	PF3D7_0202800	8.42	2.98	1.35	0.81	7.3	35.02	57.28	71.4	0.53	0.15	0.09	0.15	4.7	31.24	57.28	33.09	
PF3D7_0202900	PF3D7_0202900.1	51.4	51.4	DHHC12	PF3D7_0202900	12.62	3.13	1.02	1.81	4.02	19.13	35.77	46.62	0.8	0.16	0.07	0.33	2.59	17.06	35.77	21.61	
PF3D7_0203000	PF3D7_0203000.1	92.3	92.3	ROPE	PF3D7_0203000	226.86	48.02	9.82	4.98	13.32	36.49	76.84	98.33	14.36	2.47	0.63	0.9	8.57	32.55	76.84	45.57	
PF3D7_0203100	PF3D7_0203100.1	81.9	81.9	N/A	PF3D7_0203100	74.37	20.02	4.94	5.09	7.73	9.74	7.28	14.59	4.71	1.03	0.32	0.92	4.97	8.69	7.28	6.76	
PF3D7_0203200	PF3D7_0203200.1	47.5	47.5	N/A	PF3D7_0203200	10.43	20.76	27.83	28.9	25.58	20.78	19.59	23.23	0.66	1.07	1.79	5.21	16.46	18.54	19.59	10.77	
PF3D7_0203300	PF3D7_0203300.1	32.4	32.4	ERCC1	PF3D7_0203300	4.75	3.46	7.81	11.54	19.87	23.69	30.53	32.85	0.3	0.18	0.5	2.08	12.79	21.13	30.53	15.22	
PF3D7_0203400	PF3D7_0203400.1	57.2	57.2	N/A	PF3D7_0203400	16.61	13.72	8.18	7.8	57.29	228.77	408.27	474.61	1.05	0.71	0.53	1.41	36.87	204.09	408.27	219.98	
PF3D7_0203600	PF3D7_0203600.1	16.2	16.2	N/A	PF3D7_0203600	1.76	1.75	1.29	1.28	2.69	5.55	13.2	13.39	0.11	0.09	0.08	0.23	1.73	4.95	13.2	6.2	
PF3D7_0203700	PF3D7_0203700.1	91	91	MAK16	PF3D7_0203700	188.91	368.93	325.08	306.19	308.24	233.23	113.43	36.99	11.96	18.99	20.92	55.17	198.37	208.07	113.43	17.15	
PF3D7_0203800	PF3D7_0203800.1	28.3	28.3	N/A	PF3D7_0203800	3.88	2.88	2.59	3	8.64	21.2	29	19.83	0.25	0.15	0.17	0.54	5.56	18.91	29	9.19	
PF3D7_0203900	PF3D7_0203900.1	14.4	14.4	N/A	PF3D7_0203900	1.53	0.99	0.79	3.39	17.23	37.27	36.21	19.98	0.1	0.05	0.05	0.61	11.09	33.25	36.21	9.26	
PF3D7_0204000	PF3D7_0204000.1	13.5	13.5	N/A	PF3D7_0204000	1.4	1.13	0.82	2.94	10.68	15.31	17.02	10.79	0.09	0.06	0.05	0.53	6.88	13.66	17.02	5	
PF3D7_0204100	PF3D7_0204100.1	62.2	62.2	N/A	PF3D7_0204100	21.54	6.57	2.65	1.8	3.58	9.94	35.25	114.61	1.36	0.34	0.17	0.33	2.3	8.86	35.25	53.12	
PF3D7_0204200	PF3D7_0204200.1	95.1	95.1	N/A	PF3D7_0204200	381.25	163.27	143.8	177	167.86	143.8	125.27	142.27	24.13	8.41	9.25	31.89	108.02	128.29	125.27	65.94	
PF3D7_0204300	PF3D7_0204300.1	68.9	68.9	N/A	PF3D7_0204300	31.68	89.5	167.55	177.85	145.97	147.69	124.63	65.88	2.01	4.61	10.78	32.05	93.94	131.76	124.63	30.53	
PF3D7_0204400	PF3D7_0204400.1	46.8	46.8	N/A	PF3D7_0204400	10.06	33.95	62.73	63.13	64.64	56.57	42.42	30.43	0.64	1.75	4.04	11.38	41.6	50.46	42.42	14.1	
PF3D7_0204500	PF3D7_0204500.1	59.4	59.4	AspAT	PF3D7_0204500	18.74	54.62	81.58	90.87	85.3	85.76	72.24	41.48	1.19	2.81	5.25	16.37	54.89	76.51	72.24	19.22	
PF3D7_0204600	PF3D7_0204600.1	21.5	21.5	N/A	PF3D7_0204600	2.54	1.72	3.41	9.68	19.94	20.05	15.67	8.08	0.16	0.09	0.22	1.75	12.83	17.88	15.67	3.75	
PF3D7_0204700	PF3D7_0204700.1	85.5	85.5	HT	PF3D7_0204700	100.42	168.04	207.08	273.95	283.43	238.03	206.69	176.71	6.36	8.65	13.33	49.36	182.4	212.35	206.69	81.9	
PF3D7_0204800	PF3D7_0204800.1	15.8	15.8	N/A	PF3D7_0204800	1.71	2.81	1.73	4.3	16.81	37.85	36.09	22.29	0.11	0.14	0.11	0.78	10.82	33.77	36.09	10.33	
PF3D7_0204900	PF3D7_0204900.1	23.9	23.9	N/A	PF3D7_0204900	2.97	2.45	0.65	2.57	14.77	27.95	36.69	37.74	0.19	0.13	0.04	0.46	9.5	24.94	36.69	17.49	
PF3D7_0205000	PF3D7_0205000.1	48	48	N/A	PF3D7_0205000	10.74	11.51	9.77	8.52	10.52	49.26	50.26	25.95	0.68	0.59	0.63	1.54	6.77	43.94	50.26	12.03	
PF3D7_0205100	PF3D7_0205100.1	43	43	N/A	PF3D7_0205100	8.28	8.21	6.17	3.51	4.81	26.91	31.39	16	0.52	0.42	0.4	0.63	3.09	24.01	31.39	7.42	
PF3D7_0205200	PF3D7_0205200.1	12.3	12.3	N/A	PF3D7_0205200	1.21	1.22	1	0.5	0.42	3.41	11.45	6.83	0.08	0.06	0.06	0.09	0.27	3.04	11.45	3.17	
PF3D7_0205300	PF3D7_0205300.1	12.6	12.6	N/A	PF3D7_0205300	1.27	1.27	1.43	0.85	2.1	4.29	2.68	1.47	0.08	0.07	0.09	0.15	1.35	3.83	2.68	0.68	
PF3D7_0205400	PF3D7_0205400.1	58.3	58.3	N/A	PF3D7_0205400	17.65	32.94	48.31	39.46	49.95	58.75	47.84	23.44	1.12	1.7	3.11	7.11	32.14	52.41	47.84	10.86	
PF3D7_0205500	PF3D7_0205500.1	65	65	N/A	PF3D7_0205500	25.28	60.55	92.78	83.39	89.63	79.39	63.3	56.25	1.6	3.12	5.97	15.03	57.68	70.82	63.3	26.07	
PF3D7_0205600	PF3D7_0205600.1	43.2	43.2	N/A	PF3D7_0205600	8.39	5.43	2.83	5.18	19.09	37.64	39.46	44.24	0.53	0.28	0.18	0.93	12.29	33.58	39.46	20.51	
PF3D7_0205700	PF3D7_0205700.1	82	82	N/A	PF3D7_0205700	75.4	114.54	124.46	101.67	55.68	32.3	46.93	57.97	4.77	5.9	8.01	18.32	35.83	28.82	46.93	26.87	
PF3D7_0205700	PF3D7_0205700.2	82	82	N/A	PF3D7_0205700	75.4	114.54	124.46	101.67	55.68	32.3	46.93	57.97	4.77	5.9	8.01	18.32	35.83	28.82	46.93	26.87	
PF3D7_0205800	PF3D7_0205800.1	73.1	73.1	PH1	PF3D7_0205800	40.42	68.05	63.03	54.19	40.59	54.57	159.54	245.75	2.56	3.5	4.06	9.76	26.12	48.69	159.54	113.9	
PF3D7_0205900	PF3D7_0205900.1	67.3	67.3	RPN1	PF3D7_0205900	28.66	27.94	49.96	80.49	137.46	168.38	206.07	238.33	1.81	1.44	3.22	14.5	88.46	150.22	206.07	110.46	
PF3D7_0206000	PF3D7_0206000.1	78	78	RAD2	PF3D7_0206000	55.06	40.63	47.62	42.41	36.63	33.57	32.32	21.11	3.49	2.09	3.06	7.64	23.58	29.95	32.32	9.78	
PF3D7_0206100	PF3D7_0206100.1	75.4	75.4	SufE	PF3D7_0206100	46.2	52.17	68.21	65.5	66.56	78.25	62.33	40.94	2.92	2.69	4.39	11.8	42.83	69.81	62.33	18.98	
PF3D7_0206200	PF3D7_0206200.1	89.2	89.2	PAT	PF3D7_0206200	153.22	39.13	7.29	4.26	4.44	5.68	6.25	29.09	9.7	2.01	0.47	0.77	2.86	5.07	6.25	13.48	
PF3D7_0206300	PF3D7_0206300.1	85.7	85.7	AROM	PF3D7_0206300	101.91	427.46	754.01	530.14	295.51	210.59	140.53	43.51	6.45	22.01	48.52	95.53	190.17	187.87	140.53	20.16	
PF3D7_0206500	PF3D7_0206500.1	78.4	78.4	N/A	PF3D7_0206500	56.8	51.9	54.14	48.24	44.34	30.03	32.71	27.4	3.6	2.67	3.48	8.69	28.53	26.79	32.71	12.7	
PF3D7_0206600	PF3D7_0206600.1	60.1	60.1	N/A	PF3D7_0206600	19.36	17.97	26.61	23.47	31.2	27.72	11.95	6.44	1.23	0.93	1.71	4.23	20.08	24.73	11.95	2.98	
PF3D7_0206700	PF3D7_0206700.1	87.9	87.9	ADSL	PF3D7_0206700	131.48	45.27	37.24	36.84	40.05	43.09	31.68	54.44	8.32	2.33	2.4	6.64	25.77	38.45	31.68	25.23	
PF3D7_0206800	PF3D7_0206800.1	99.4	99.4	MSP2	PF3D7_0206800	2384.97	731.32	97.23	54.37	50.44	60.67	388.22	3087.07	150.97	37.65	6.26	9.8	32.46	54.12	388.22	1430.83	
PF3D7_0206900	PF3D7_0206900.1	96.8	96.8	MSP5	PF3D7_0206900	580.21	130.12	16.85	10.15	28.91	60.61	54.55	74.54	36.73	6.7	1.08	1.83	18.6	54.07	54.55	34.55	
PF3D7_0206900	PF3D7_0206900.2	96.8	96.8	MSP5	PF3D7_0206900	580.21	130.12	16.85	10.15	28.91	60.61	54.55	74.54	36.73	6.7	1.08	1.83	18.6	54.07	54.55	34.55	
PF3D7_0207000	PF3D7_0207000.1	98.2	98.2	MSP4	PF3D7_0207000	956.95	228.4	30.45	11.83	47.1	218.86	639.29	1704.45	60.57	11.76	1.96	2.13	30.31	195.25	639.29	790	
PF3D7_0207100	PF3D7_0207100.1	90.7	90.7	N/A	PF3D7_0207100	185.19	37.69	6.05	2.5	10.62	30.88	50.16	73.05	11.72	1.94	0.39	0.45	6.83	27.55	50.16	33.86	
PF3D7_0207200	PF3D7_0207200.1	69.5	69.5	IscA1	PF3D7_0207200	32.7	9.89	3.05	2.63	12.68	26.32	28.46	19.44	2.07	0.51	0.2	0.47	8.16	23.48	28.46	9.01	
PF3D7_0207300	PF3D7_0207300.1	7.9	7.9	SERA8	PF3D7_0207300	0.55	0.62	0.05	0.19	0.08	0.21	0.48	0.51	0.03	0.03	0	0.03	0.05	0.19	0.48	0.23	
PF3D7_0207400	PF3D7_0207400.1	58.9	58.9	SERA7	PF3D7_0207400	18.22	8.35	2.25	0.41	0.7	16.11	128.84	240.19	1.15	0.43	0.14	0.07	0.45	14.37	128.84	111.33	
PF3D7_0207500	PF3D7_0207500.1	54.8	54.8	SERA6	PF3D7_0207500	14.81	5.53	1.17	0.32	0.24	13.89	151.99	366.96	0.94	0.28	0.08	0.06	0.15	12.39	151.99	170.08	
PF3D7_0207600	PF3D7_0207600.1	89	89	SERA5	PF3D7_0207600	148.23	31.31	5.61	1.63	0.53	30.32	820.68	2993.69	9.38	1.61	0.36	0.29	0.34	27.05	820.68	1387.55	
PF3D7_0207700	PF3D7_0207700.1	56.1	56.1	SERA4	PF3D7_0207700	15.73	3.84	0.85	0.41	0.26	5.39	80.3	232.85	1	0.2	0.05	0.07	0.17	4.81	80.3	107.93	
PF3D7_0207800	PF3D7_0207800.1	60	60	SERA3	PF3D7_0207800	19.23	6.81	2.39	0.81	0.89	13.09	95.15	251.18	1.22	0.35	0.15	0.15	0.57	11.67	95.15	116.42	
PF3D7_0207900	PF3D7_0207900.1	25.3	25.3	SERA2	PF3D7_0207900	3.26	1.74	0.83	0.18	0.52	2.68	13.79	25.81	0.21	0.09	0.05	0.03	0.34	2.39	13.79	11.96	
PF3D7_0208000	PF3D7_0208000.1	44.9	44.9	SERA1	PF3D7_0208000	9.12	3.62	1.41	0.39	0.72	1.77	20.87	73.93	0.58	0.19	0.09	0.07	0.46	1.58	20.87	34.26	
PF3D7_0208100	PF3D7_0208100.1	55.8	55.8	N/A	PF3D7_0208100	15.56	9.15	5.87	6.54	36.49	144.59	278.75	269.6	0.98	0.47	0.38	1.18	23.48	128.99	278.75	124.96	
PF3D7_0208200	PF3D7_0208200.1	87.6	87.6	KRR1	PF3D7_0208200	127.3	221.63	242.71	253.06	268.33	242.85	136.15	73	8.06	11.41	15.62	45.6	172.68	216.65	136.15	33.83	
PF3D7_0208300	PF3D7_0208300.1	45	45	N/A	PF3D7_0208300	9.14	18.17	28.54	24.61	22.9	17.61	14.5	9.55	0.58	0.94	1.84	4.43	14.73	15.71	14.5	4.43	
PF3D7_0208400	PF3D7_0208400.1	65.3	65.3	N/A	PF3D7_0208400	25.78	53.58	81.44	86.17	60.09	69.08	122.04	145.44	1.63	2.76	5.24	15.53	38.67	61.63	122.04	67.41	
PF3D7_0208500	PF3D7_0208500.1	60.2	60.2	ACP	PF3D7_0208500	19.45	5.44	1.9	4.02	34.79	91.61	140.39	126.11	1.23	0.28	0.12	0.72	22.39	81.73	140.39	58.45	
PF3D7_0208600	PF3D7_0208600.1	64.8	64.8	RRF1	PF3D7_0208600	25.19	7.77	4.79	16.8	86.76	163.76	243.58	213.27	1.59	0.4	0.31	3.03	55.84	146.09	243.58	98.85	
PF3D7_0208700	PF3D7_0208700.1	53.3	53.3	N/A	PF3D7_0208700	13.63	44.07	82	154.57	200.99	211.88	168.06	96.55	0.86	2.27	5.28	27.85	129.35	189.02	168.06	44.75	
PF3D7_0208700	PF3D7_0208700.2	53.3	53.3	N/A	PF3D7_0208700	13.63	44.07	82	154.57	200.99	211.88	168.06	96.55	0.86	2.27	5.28	27.85	129.35	189.02	168.06	44.75	
PF3D7_0208800	PF3D7_0208800.1	41.5	41.5	N/A	PF3D7_0208800	7.63	19.1	28.71	33.31	36.6	37.86	43.66	42.44	0.48	0.98	1.85	6	23.55	33.77	43.66	19.67	
PF3D7_0208900	PF3D7_0208900.1	4.8	4.8	P230p	PF3D7_0208900	0.19	0.35	0.43	0.61	0.52	0.72	0.44	0.14	0.01	0.02	0.03	0.11	0.33	0.64	0.44	0.06	
PF3D7_0209000	PF3D7_0209000.1	12.9	12.9	P230	PF3D7_0209000	1.3	2.61	2.25	1.72	0.94	0.41	0.47	0.35	0.08	0.13	0.15	0.31	0.61	0.36	0.47	0.16	
PF3D7_0209100	PF3D7_0209100.1	61.2	61.2	N/A	PF3D7_0209100	20.43	30.14	28.45	23.46	19.23	31.89	37.76	46.49	1.29	1.55	1.83	4.23	12.38	28.45	37.76	21.55	
PF3D7_0209200	PF3D7_0209200.1	49.1	49.1	N/A	PF3D7_0209200	11.32	43.01	52.89	56.02	59.39	61.93	57.47	48.31	0.72	2.21	3.4	10.09	38.22	55.25	57.47	22.39	
PF3D7_0209300	PF3D7_0209300.1	29.1	29.1	IspF	PF3D7_0209300	4.09	6.73	14.94	18.95	44.65	59.34	60.99	53.38	0.26	0.35	0.96	3.41	28.74	52.94	60.99	24.74	
